FID,allclasses,bikedir,boro,comments,facilitycl,fromstreet,ft_facilit,date_instd,time_instd,lanecount,date_modda,time_modda,onoffst,segment_id,street,tf_facilit,tostreet
11053,I,2,5, ,I,RICHMOND AV,Greenway,2009-03-01,00:00:00.000,2,2009-03-01,00:00:00.000,OFF,242302,LA TOURETTE PARK GREENWAY,Greenway,FOREST HILL RD
11054,I,2,5, ,I,JERSEY ST,Greenway,2001-06-01,00:00:00.000,2,2007-01-01,00:00:00.000,OFF,242311,NORTH SHORE ESPLANADE,Greenway,ST GEORGE FERRY TERMINAL
11055,I,2,4, ,I,ASTORIA PARK S,Greenway,1989-01-01,00:00:00.000,2,1989-01-01,00:00:00.000,OFF,242313,ASTORIA GREENWAY,Greenway,9 ST
11056,I,2,4, ,I,VERNON BLVD,Greenway,2001-01-01,00:00:00.000,2,2001-01-01,00:00:00.000,OFF,242319,HALLETS COVE ESPLANADE,Greenway,1 ST
11057,I,2,4, ,I,VERNON BLVD,Greenway,2001-01-01,00:00:00.000,2,2001-01-01,00:00:00.000,OFF,242320,HALLETS COVE ESPLANADE,Greenway,1 ST
11058,I,2,4, ,I,VERNON BLVD,Greenway,2001-01-01,00:00:00.000,2,2001-01-01,00:00:00.000,OFF,242321,HALLETS COVE ESPLANADE,Greenway,1 ST
11059,I,2,4, ,I,VERNON BLVD,Greenway,2001-01-01,00:00:00.000,2,2001-01-01,00:00:00.000,OFF,242324,HALLETS COVE ESPLANADE,Greenway,1 ST
11060,I,2,4, ,I,VERNON BLVD,Greenway,2001-01-01,00:00:00.000,2,2001-01-01,00:00:00.000,OFF,242327,HALLETS COVE ESPLANADE,Greenway,1 ST
11061,"I,III",2,4,2013 - two way lane added on west curb. 2015 - jersey barriers added to provide protection,I,33 RD,Protected Path,2008-07-31,00:00:00.000,3,2015-07-10,00:00:00.000,ON,242333,VERNON BLVD,Sharrows,HALLETS COVE ESPLANADE
11062,I,2,4, ,I,VERNON BLVD,Greenway,2001-01-01,00:00:00.000,2,2001-01-01,00:00:00.000,OFF,242334,HALLETS COVE ESPLANADE,Greenway,1 ST
11063,"I,III",2,4,2013 - two way lane added on west curb. 2015 - jersey barriers added to provide protection,I,34 AVE,Protected Path,2008-07-31,00:00:00.000,3,2015-07-10,00:00:00.000,ON,242349,VERNON BLVD,Sharrows,QUEENSBRIDGE PARK GREENWAY
11064,III,2,4, ,III,QUEENSBRIDGE PARK GREENWAY,Sharrows,2008-07-31,00:00:00.000,2,2008-07-31,00:00:00.000,ON,242350,VERNON BLVD,Sharrows,QUEENSBRIDGE PARK GREENWAY
11065,I,2,1, ,I,HARLEM RIVER PATHWAY,Greenway,1936-01-01,00:00:00.000,2,1936-01-01,00:00:00.000,OFF,242404,BX SHORE RD,Greenway,ROBERT F KENNEDY BR
11066,I,2,1, ,I,HARLEM RIVER PATHWAY,Greenway,1936-01-01,00:00:00.000,2,1936-01-01,00:00:00.000,OFF,242405,BX SHORE RD,Greenway,ROBERT F KENNEDY BR
11067,I,2,1, ,I,HARLEM RIVER PATHWAY,Greenway,1936-01-01,00:00:00.000,2,1936-01-01,00:00:00.000,OFF,242406,BX SHORE RD,Greenway,ROBERT F KENNEDY BR
11068,I,2,1, ,I,HARLEM RIVER PATHWAY,Greenway,1936-01-01,00:00:00.000,2,1936-01-01,00:00:00.000,OFF,242407,BX SHORE RD,Greenway,ROBERT F KENNEDY BR
11069,I,2,1, ,I,HARLEM RIVER PATHWAY,Greenway,1936-01-01,00:00:00.000,2,1936-01-01,00:00:00.000,OFF,242408,BX SHORE RD,Greenway,ROBERT F KENNEDY BR
11070,I,2,1, ,I,HARLEM RIVER PATHWAY,Greenway,1936-01-01,00:00:00.000,2,1936-01-01,00:00:00.000,OFF,242409,BX SHORE RD,Greenway,ROBERT F KENNEDY BR
11071,I,2,1, ,I,HARLEM RIVER PATHWAY,Greenway,1936-01-01,00:00:00.000,2,1936-01-01,00:00:00.000,OFF,242424,BX SHORE RD,Greenway,ROBERT F KENNEDY BR
11072,I,2,1, ,I,HARLEM RIVER PATHWAY,Greenway,1936-01-01,00:00:00.000,2,1936-01-01,00:00:00.000,OFF,242430,BX SHORE RD,Greenway,ROBERT F KENNEDY BR
11073,I,2,1, ,I,HARLEM RIVER PATHWAY,Greenway,1936-01-01,00:00:00.000,2,1936-01-01,00:00:00.000,OFF,242431,BX SHORE RD,Greenway,ROBERT F KENNEDY BR
11074,I,2,4,Boardwalk open 6am-10am: Bicycles allowed at all times except Weekends 10am-6pm May-September,I,BEACH 126 St,Boardwalk,1970-01-01,00:00:00.000,2,2014-01-01,00:00:00.000,OFF,242534,BOARDWALK,Boardwalk,BEACH 39 ST
11075,III,2,1, ,III,E 59 ST,Signed Route,2003-08-01,00:00:00.000,2,2003-08-01,00:00:00.000,ON,242649,YORK AV,Signed Route,E 63 ST
11076,I,2,4,Bridge,I,QUEENS PLZ N,Protected Path,1979-07-01,00:00:00.000,2,1979-07-01,00:00:00.000,ON,242672,QUEENSBORO BR,Protected Path,1 AV
11077,III,2,1, ,III,ROOSEVELT ISLAND GREENWAY,Signed Route,1987-01-01,00:00:00.000,2,1987-01-01,00:00:00.000,ON,242691,WEST RD,Signed Route,ROOSEVELT ISLAND GREENWAY
11078,I,2,1,Bridge,I,PARK ROW,Protected Path,1966-01-01,00:00:00.000,2,1966-01-01,00:00:00.000,ON,242811,BROOKLYN BR,Protected Path,TILLARY ST
11079,I,2,1,Bridge,I,PARK ROW,Protected Path,1966-01-01,00:00:00.000,2,1966-01-01,00:00:00.000,ON,242812,BROOKLYN BR,Protected Path,TILLARY ST
11080,I,2,1,Bridge,I,PARK ROW,Protected Path,1966-01-01,00:00:00.000,2,1966-01-01,00:00:00.000,ON,242813,BROOKLYN BR,Protected Path,TILLARY ST
11081,I,2,1,Bridge,I,PARK ROW,Protected Path,1966-01-01,00:00:00.000,2,1966-01-01,00:00:00.000,ON,242815,BROOKLYN BR,Protected Path,TILLARY ST
11082,I,2,1,Bridge,I,PARK ROW,Protected Path,1966-01-01,00:00:00.000,2,1966-01-01,00:00:00.000,ON,242816,BROOKLYN BR,Protected Path,TILLARY ST
11083,I,2,1,Bridge,I,PARK ROW,Protected Path,1966-01-01,00:00:00.000,2,1966-01-01,00:00:00.000,ON,242817,BROOKLYN BR,Protected Path,TILLARY ST
11084,I,2,1,Bridge,I,PARK ROW,Protected Path,1966-01-01,00:00:00.000,2,1966-01-01,00:00:00.000,ON,242820,BROOKLYN BR,Protected Path,TILLARY ST
11085,I,2,1,Bridge,I,PARK ROW,Protected Path,1966-01-01,00:00:00.000,2,1966-01-01,00:00:00.000,ON,242822,BROOKLYN BR,Protected Path,TILLARY ST
11086,I,2,1,Bridge,I,PARK ROW,Protected Path,1966-01-01,00:00:00.000,2,1966-01-01,00:00:00.000,ON,242823,BROOKLYN BR,Protected Path,TILLARY ST
11087,I,2,1,Bridge,I,PARK ROW,Protected Path,1966-01-01,00:00:00.000,2,1966-01-01,00:00:00.000,ON,242824,BROOKLYN BR,Protected Path,TILLARY ST
11088,I,2,1,Bridge,I,PARK ROW,Protected Path,1966-01-01,00:00:00.000,2,1966-01-01,00:00:00.000,ON,242825,BROOKLYN BR,Protected Path,TILLARY ST
11089,I,2,1,Bridge,I,PARK ROW,Protected Path,1966-01-01,00:00:00.000,2,1966-01-01,00:00:00.000,ON,242826,BROOKLYN BR,Protected Path,TILLARY ST
11090,I,2,1,Bridge,I,PARK ROW,Protected Path,1966-01-01,00:00:00.000,2,1966-01-01,00:00:00.000,ON,242827,BROOKLYN BR,Protected Path,TILLARY ST
11091,I,2,1,Bridge,I,PARK ROW,Protected Path,1966-01-01,00:00:00.000,2,1966-01-01,00:00:00.000,ON,242828,BROOKLYN BR,Protected Path,TILLARY ST
11092,I,2,1,Bridge,I,PARK ROW,Protected Path,1966-01-01,00:00:00.000,2,1966-01-01,00:00:00.000,ON,242829,BROOKLYN BR,Protected Path,TILLARY ST
11093,I,2,1,Bridge,I,PARK ROW,Protected Path,1966-01-01,00:00:00.000,2,1966-01-01,00:00:00.000,ON,242830,BROOKLYN BR,Protected Path,TILLARY ST
11094,I,2,1,Bridge,I,PARK ROW,Protected Path,1966-01-01,00:00:00.000,2,1966-01-01,00:00:00.000,ON,242831,BROOKLYN BR,Protected Path,TILLARY ST
11095,I,2,1,Bridge,I,PARK ROW,Protected Path,1966-01-01,00:00:00.000,2,1966-01-01,00:00:00.000,ON,242832,BROOKLYN BR,Protected Path,TILLARY ST
11096,I,2,1,Bridge,I,PARK ROW,Protected Path,1966-01-01,00:00:00.000,2,1966-01-01,00:00:00.000,ON,242833,BROOKLYN BR,Protected Path,TILLARY ST
11097,I,2,1, ,I,PED OVPS,Greenway,1936-01-01,00:00:00.000,2,1936-01-01,00:00:00.000,OFF,242912,WARDS ISLAND GREENWAY,Greenway,RANDALLS ISLAND GREENWAY
11098,I,2,1, ,I,PED OVPS,Greenway,1936-01-01,00:00:00.000,2,1936-01-01,00:00:00.000,OFF,242929,WARDS ISLAND GREENWAY,Greenway,RANDALLS ISLAND GREENWAY
11099,I,2,1, ,I,PED OVPS,Greenway,1936-01-01,00:00:00.000,2,1936-01-01,00:00:00.000,OFF,242932,WARDS ISLAND GREENWAY,Greenway,RANDALLS ISLAND GREENWAY
11100,I,2,1, ,I,PED OVPS,Greenway,1936-01-01,00:00:00.000,2,1936-01-01,00:00:00.000,OFF,242936,WARDS ISLAND GREENWAY,Greenway,RANDALLS ISLAND GREENWAY
11101,I,2,1,Bridge,I,PARK ROW,Protected Path,1966-01-01,00:00:00.000,2,1966-01-01,00:00:00.000,ON,242951,BROOKLYN BR,Protected Path,TILLARY ST
11102,I,2,1,Bridge,I,PARK ROW,Protected Path,1966-01-01,00:00:00.000,2,1966-01-01,00:00:00.000,ON,242953,BROOKLYN BR,Protected Path,TILLARY ST
11103,I,2,1,Bridge,I,PARK ROW,Protected Path,1966-01-01,00:00:00.000,2,1966-01-01,00:00:00.000,ON,242954,BROOKLYN BR,Protected Path,TILLARY ST
11104,I,2,1,Bridge,I,PARK ROW,Protected Path,1966-01-01,00:00:00.000,2,1966-01-01,00:00:00.000,ON,242955,BROOKLYN BR,Protected Path,TILLARY ST
11105,I,2,1,Bridge,I,PARK ROW,Protected Path,1966-01-01,00:00:00.000,2,1966-01-01,00:00:00.000,ON,242956,BROOKLYN BR,Protected Path,TILLARY ST
11106,I,2,1,Bridge,I,PARK ROW,Protected Path,1966-01-01,00:00:00.000,2,1966-01-01,00:00:00.000,ON,242957,BROOKLYN BR,Protected Path,TILLARY ST
11107,I,2,1,Bridge,I,PARK ROW,Protected Path,1966-01-01,00:00:00.000,2,1966-01-01,00:00:00.000,ON,242959,BROOKLYN BR,Protected Path,TILLARY ST
11108,I,2,1,Bridge,I,PARK ROW,Protected Path,1966-01-01,00:00:00.000,2,1966-01-01,00:00:00.000,ON,242960,BROOKLYN BR,Protected Path,TILLARY ST
11109,I,2,1,Bridge,I,PARK ROW,Protected Path,1966-01-01,00:00:00.000,2,1966-01-01,00:00:00.000,ON,242961,BROOKLYN BR,Protected Path,TILLARY ST
11110,I,2,3,Bridge,I,PARK ROW,Protected Path,1966-01-01,00:00:00.000,2,1966-01-01,00:00:00.000,ON,242963,BROOKLYN BR,Protected Path,TILLARY ST
11111,I,2,3,Bridge,I,PARK ROW,Protected Path,1966-01-01,00:00:00.000,2,1966-01-01,00:00:00.000,ON,242964,BROOKLYN BR,Protected Path,TILLARY ST
11112,I,2,3,Bridge,I,PARK ROW,Protected Path,1966-01-01,00:00:00.000,2,1966-01-01,00:00:00.000,ON,242965,BROOKLYN BR,Protected Path,TILLARY ST
11113,I,2,3,Bridge,I,PARK ROW,Protected Path,1966-01-01,00:00:00.000,2,1966-01-01,00:00:00.000,ON,242966,BROOKLYN BR,Protected Path,TILLARY ST
11114,I,2,3,Bridge,I,PARK ROW,Protected Path,1966-01-01,00:00:00.000,2,1966-01-01,00:00:00.000,ON,242967,BROOKLYN BR,Protected Path,TILLARY ST
11115,I,2,3,Bridge,I,PARK ROW,Protected Path,1966-01-01,00:00:00.000,2,1966-01-01,00:00:00.000,ON,242968,BROOKLYN BR,Protected Path,TILLARY ST
11116,I,2,3,Bridge,I,PARK ROW,Protected Path,1966-01-01,00:00:00.000,2,1966-01-01,00:00:00.000,ON,242969,BROOKLYN BR,Protected Path,TILLARY ST
11117,I,2,3,Bridge,I,PARK ROW,Protected Path,1966-01-01,00:00:00.000,2,1966-01-01,00:00:00.000,ON,242970,BROOKLYN BR,Protected Path,TILLARY ST
11118,I,2,3,Bridge,I,PARK ROW,Protected Path,1966-01-01,00:00:00.000,2,1966-01-01,00:00:00.000,ON,242971,BROOKLYN BR,Protected Path,TILLARY ST
11119,I,2,3,Bridge,I,PARK ROW,Protected Path,1966-01-01,00:00:00.000,2,1966-01-01,00:00:00.000,ON,242972,BROOKLYN BR,Protected Path,TILLARY ST
11120,I,2,3,Bridge,I,PARK ROW,Protected Path,1966-01-01,00:00:00.000,2,1966-01-01,00:00:00.000,ON,242973,BROOKLYN BR,Protected Path,TILLARY ST
11121,I,2,3,Bridge,I,PARK ROW,Protected Path,1966-01-01,00:00:00.000,2,1966-01-01,00:00:00.000,ON,242974,BROOKLYN BR,Protected Path,TILLARY ST
11122,I,2,3,Bridge,I,PARK ROW,Protected Path,1966-01-01,00:00:00.000,2,1966-01-01,00:00:00.000,ON,243010,BROOKLYN BR,Protected Path,TILLARY ST
11123,III,L,3,downgrade to shared,III,TILLARY ST, ,2006-06-01,00:00:00.000,1,2017-07-01,00:00:00.000,ON,243044,ADAMS ST,Sharrows,SANDS ST
11124,III,L,3,downgrade to shared,III,TILLARY ST, ,2006-06-01,00:00:00.000,1,2017-07-01,00:00:00.000,ON,243091,ADAMS ST,Sharrows,SANDS ST
11125,I,2,3,Bridge,I,PARK ROW,Protected Path,1966-01-01,00:00:00.000,2,1966-01-01,00:00:00.000,ON,243096,BROOKLYN BR,Protected Path,TILLARY ST
11126,I,2,3,Bridge,I,PARK ROW,Protected Path,1966-01-01,00:00:00.000,2,1966-01-01,00:00:00.000,ON,243097,BROOKLYN BR,Protected Path,TILLARY ST
11127,I,2,2, ,I,SHORE RD,Greenway,1999-10-01,00:00:00.000,2,1999-10-01,00:00:00.000,OFF,243102,CITY ISLAND RD GREENWAY,Greenway,CITY ISLAND AV
11128,I,2,2, ,I,SHORE RD,Greenway,1999-10-01,00:00:00.000,2,1999-10-01,00:00:00.000,OFF,243103,CITY ISLAND RD GREENWAY,Greenway,CITY ISLAND AV
11129,I,2,5,Bicycles permitted 5-10am only,I,MIDLAND BEACH GREENWAY,Greenway,1935-01-01,00:00:00.000,2,2012-10-29,00:00:00.000,OFF,243119,F D R BOARDWALK,Greenway,OCEAN AV
11130,I,2,5,Bicycles permitted 5-10am only,I,MIDLAND BEACH GREENWAY,Greenway,1935-01-01,00:00:00.000,2,2012-10-29,00:00:00.000,OFF,243121,F D R BOARDWALK,Greenway,OCEAN AV
11131,I,2,5,Bicycles permitted 5-10am only,I,MIDLAND BEACH GREENWAY,Greenway,1935-01-01,00:00:00.000,2,2012-10-29,00:00:00.000,OFF,243123,F D R BOARDWALK,Greenway,OCEAN AV
11132,I,2,5,Bicycles permitted 5-10am only,I,MIDLAND BEACH GREENWAY,Greenway,1935-01-01,00:00:00.000,2,2012-10-29,00:00:00.000,OFF,243149,F D R BOARDWALK,Greenway,OCEAN AV
11133,I,2,5,Bicycles permitted 5-10am only,I,MIDLAND BEACH GREENWAY,Greenway,1935-01-01,00:00:00.000,2,2012-10-29,00:00:00.000,OFF,243150,F D R BOARDWALK,Greenway,OCEAN AV
11134,I,2,5,Bicycles permitted 5-10am only,I,MIDLAND BEACH GREENWAY,Greenway,1935-01-01,00:00:00.000,2,2012-10-29,00:00:00.000,OFF,243154,F D R BOARDWALK,Greenway,OCEAN AV
11135,I,2,5,Bicycles permitted 5-10am only,I,MIDLAND BEACH GREENWAY,Greenway,1935-01-01,00:00:00.000,2,2012-10-29,00:00:00.000,OFF,243156,F D R BOARDWALK,Greenway,OCEAN AV
11136,I,2,5,South Beach Greenway Open Dawn to Dusk,I,MILLER FIELD,Greenway,2006-04-01,00:00:00.000,2,2013-10-15,00:00:00.000,OFF,243161,SOUTH BEACH GREENWAY,Greenway,USS N CAROLINA RD
11137,I,2,5,South Beach Greenway Open Dawn to Dusk,I,MILLER FIELD,Greenway,2006-04-01,00:00:00.000,2,2013-10-15,00:00:00.000,OFF,243162,SOUTH BEACH GREENWAY,Greenway,USS N CAROLINA RD
11138,I,2,5,South Beach Greenway Open Dawn to Dusk,I,MILLER FIELD,Greenway,2006-04-01,00:00:00.000,2,2013-10-15,00:00:00.000,OFF,243190,SOUTH BEACH GREENWAY,Greenway,USS N CAROLINA RD
11139,I,2,1, ,I,SOUTH ST,Greenway,1998-01-01,00:00:00.000,2,1998-01-01,00:00:00.000,OFF,243489,EAST RIVER ESPLANADE,Greenway,OLD SLIP
11140,I,2,1, ,I,SOUTH ST,Greenway,1998-01-01,00:00:00.000,2,1998-01-01,00:00:00.000,OFF,243490,EAST RIVER ESPLANADE,Greenway,OLD SLIP
11141,I,2,1, ,I,WALL ST,Protected Path,2011-07-01,00:00:00.000,2,2011-07-01,00:00:00.000,ON,243535,SOUTH ST,Protected Path,JOHN ST
11142,I,2,1, ,I,WALL ST,Protected Path,2011-07-01,00:00:00.000,2,2011-07-01,00:00:00.000,ON,243543,SOUTH ST,Protected Path,JOHN ST
11143,I,2,1, ,I,E 25 ST,Greenway,1998-01-01,00:00:00.000,2,1998-01-01,00:00:00.000,OFF,243569,EAST RIVER ESPLANADE,Greenway,JOHN ST
11144,I,2,1, ,I,E 25 ST,Greenway,1998-01-01,00:00:00.000,2,1998-01-01,00:00:00.000,OFF,243577,EAST RIVER ESPLANADE,Greenway,JOHN ST
11145,I,2,1, ,I,E 25 ST,Greenway,1998-01-01,00:00:00.000,2,1998-01-01,00:00:00.000,OFF,243589,EAST RIVER ESPLANADE,Greenway,JOHN ST
11146,I,2,1, ,I,E 25 ST,Greenway,1998-01-01,00:00:00.000,2,1998-01-01,00:00:00.000,OFF,243590,EAST RIVER ESPLANADE,Greenway,JOHN ST
11147,I,2,1, ,I,E 25 ST,Greenway,1998-01-01,00:00:00.000,2,1998-01-01,00:00:00.000,OFF,243591,EAST RIVER ESPLANADE,Greenway,JOHN ST
11148,I,2,1, ,I,E 25 ST,Greenway,1998-01-01,00:00:00.000,2,1998-01-01,00:00:00.000,OFF,243592,EAST RIVER ESPLANADE,Greenway,JOHN ST
11149,I,2,1, ,I,E 25 ST,Greenway,1998-01-01,00:00:00.000,2,1998-01-01,00:00:00.000,OFF,243593,EAST RIVER ESPLANADE,Greenway,JOHN ST
11150,I,2,1, ,I,E 25 ST,Greenway,1998-01-01,00:00:00.000,2,1998-01-01,00:00:00.000,OFF,243595,EAST RIVER ESPLANADE,Greenway,JOHN ST
11151,I,2,1, ,I,E 25 ST,Greenway,1998-01-01,00:00:00.000,2,1998-01-01,00:00:00.000,OFF,243630,EAST RIVER ESPLANADE,Greenway,JOHN ST
11152,I,2,1, ,I,E 25 ST,Greenway,1998-01-01,00:00:00.000,2,1998-01-01,00:00:00.000,OFF,243634,EAST RIVER ESPLANADE,Greenway,JOHN ST
11153,I,2,1, ,I,E 25 ST,Greenway,1998-01-01,00:00:00.000,2,1998-01-01,00:00:00.000,OFF,243635,EAST RIVER ESPLANADE,Greenway,JOHN ST
11154,I,2,1, ,I,E 25 ST,Greenway,1998-01-01,00:00:00.000,2,1998-01-01,00:00:00.000,OFF,243636,EAST RIVER ESPLANADE,Greenway,JOHN ST
11155,I,2,1, ,I,E 25 ST,Greenway,1998-01-01,00:00:00.000,2,1998-01-01,00:00:00.000,OFF,243640,EAST RIVER ESPLANADE,Greenway,JOHN ST
11156,I,2,1, ,I,E 25 ST,Greenway,1998-01-01,00:00:00.000,2,1998-01-01,00:00:00.000,OFF,243641,EAST RIVER ESPLANADE,Greenway,JOHN ST
11157,I,2,1, ,I,E 25 ST,Greenway,1998-01-01,00:00:00.000,2,1998-01-01,00:00:00.000,OFF,243646,EAST RIVER ESPLANADE,Greenway,JOHN ST
11158,I,2,1, ,I,E 25 ST,Greenway,1998-01-01,00:00:00.000,2,1998-01-01,00:00:00.000,OFF,243649,EAST RIVER ESPLANADE,Greenway,JOHN ST
11159,I,2,1, ,I,E 25 ST,Greenway,1998-01-01,00:00:00.000,2,1998-01-01,00:00:00.000,OFF,243654,EAST RIVER ESPLANADE,Greenway,JOHN ST
11160,I,2,1,Bridge,I,SANDS ST,Protected Path,2004-07-01,00:00:00.000,2,2004-07-01,00:00:00.000,ON,243655,MANHATTAN BR,Protected Path,CANAL ST
11161,I,2,1,Bridge,I,SANDS ST,Protected Path,2004-07-01,00:00:00.000,2,2004-07-01,00:00:00.000,ON,243656,MANHATTAN BR,Protected Path,CANAL ST
11162,I,2,1, ,I,E 25 ST,Greenway,1998-01-01,00:00:00.000,2,1998-01-01,00:00:00.000,OFF,243667,EAST RIVER ESPLANADE,Greenway,JOHN ST
11163,I,2,1, ,I,MONTGOMERY ST,Protected Path,1998-01-01,00:00:00.000,2,2016-07-01,00:00:00.000,ON,243668,SOUTH ST,Protected Path,RUTGERS SL
11164,I,2,1, ,I,E 25 ST,Greenway,1998-01-01,00:00:00.000,2,1998-01-01,00:00:00.000,OFF,243669,EAST RIVER ESPLANADE,Greenway,JOHN ST
11165,I,2,1, ,I,E 25 ST,Greenway,1998-01-01,00:00:00.000,2,1998-01-01,00:00:00.000,OFF,243671,EAST RIVER ESPLANADE,Greenway,JOHN ST
11166,I,2,2, ,I,SHORE RD,Greenway,1999-10-01,00:00:00.000,2,1999-10-01,00:00:00.000,OFF,243689,CITY ISLAND RD GREENWAY,Greenway,CITY ISLAND AV
11167,I,2,1, ,I,E 25 ST,Greenway,2003-08-01,00:00:00.000,2,2003-08-01,00:00:00.000,OFF,243692,EAST RIVER ESPLANADE,Greenway,JOHN ST
11168,I,2,1, ,I,E 25 ST,Greenway,2003-08-01,00:00:00.000,2,2003-08-01,00:00:00.000,OFF,243693,EAST RIVER ESPLANADE,Greenway,JOHN ST
11169,I,2,1, ,I,E 125 ST,Greenway,1939-01-01,00:00:00.000,2,1939-01-01,00:00:00.000,OFF,243709,FDR DR GREENWAY,Greenway,E 60 ST
11170,I,2,1, ,I,E 125 ST,Greenway,1939-01-01,00:00:00.000,2,1939-01-01,00:00:00.000,OFF,243712,FDR DR GREENWAY,Greenway,E 60 ST
11171,I,2,1, ,I,E 125 ST,Greenway,1939-01-01,00:00:00.000,2,1939-01-01,00:00:00.000,OFF,243722,FDR DR GREENWAY,Greenway,E 60 ST
11172,I,2,1, ,I,E 125 ST,Greenway,1939-01-01,00:00:00.000,2,1939-01-01,00:00:00.000,OFF,243732,FDR DR GREENWAY,Greenway,E 60 ST
11173,I,2,1, ,I,E 125 ST,Greenway,1939-01-01,00:00:00.000,2,1939-01-01,00:00:00.000,OFF,243733,FDR DR GREENWAY,Greenway,E 60 ST
11174,I,2,1, ,I,E 125 ST,Greenway,1939-01-01,00:00:00.000,2,1939-01-01,00:00:00.000,OFF,243734,FDR DR GREENWAY,Greenway,E 60 ST
11175,I,2,1, ,I,E 125 ST,Greenway,1939-01-01,00:00:00.000,2,1939-01-01,00:00:00.000,OFF,243749,FDR DR GREENWAY,Greenway,E 60 ST
11176,I,2,1, ,I,E 125 ST,Greenway,1939-01-01,00:00:00.000,2,1939-01-01,00:00:00.000,OFF,243753,FDR DR GREENWAY,Greenway,E 60 ST
11177,I,2,1, ,I,E 125 ST,Greenway,1939-01-01,00:00:00.000,2,1939-01-01,00:00:00.000,OFF,243768,FDR DR GREENWAY,Greenway,E 60 ST
11178,I,2,1, ,I,E 125 ST,Greenway,1939-01-01,00:00:00.000,2,1939-01-01,00:00:00.000,OFF,243773,FDR DR GREENWAY,Greenway,E 60 ST
11179,II,R,3, ,II,3 AV,Standard,2018-11-30,00:00:00.000,1,2018-11-30,00:00:00.000,ON,0161723,44 ST, ,7 AV
11180,I,2,1, ,I,E 125 ST,Greenway,1939-01-01,00:00:00.000,2,1939-01-01,00:00:00.000,OFF,243774,FDR DR GREENWAY,Greenway,E 60 ST
11181,I,2,1, ,I,E 125 ST,Greenway,1939-01-01,00:00:00.000,2,1939-01-01,00:00:00.000,OFF,243776,FDR DR GREENWAY,Greenway,E 60 ST
11182,I,2,1, ,I,E 125 ST,Greenway,1939-01-01,00:00:00.000,2,1939-01-01,00:00:00.000,OFF,243783,FDR DR GREENWAY,Greenway,E 60 ST
11183,I,2,1, ,I,E 125 ST,Greenway,1939-01-01,00:00:00.000,2,1939-01-01,00:00:00.000,OFF,243790,FDR DR GREENWAY,Greenway,E 60 ST
11184,I,2,1, ,I,E 125 ST,Greenway,1939-01-01,00:00:00.000,2,1939-01-01,00:00:00.000,OFF,243791,FDR DR GREENWAY,Greenway,E 60 ST
11185,I,2,1, ,I,E 125 ST,Greenway,1939-01-01,00:00:00.000,2,1939-01-01,00:00:00.000,OFF,243794,FDR DR GREENWAY,Greenway,E 60 ST
11186,I,2,1,Bridge Open April - November,I,FDR DR GREENWAY,Protected Path,1951-01-01,00:00:00.000,2,1951-01-01,00:00:00.000,ON,243799,WARDS ISLAND PED OVPS,Protected Path,WARDS ISLAND GREENWAY
11187,I,2,1,Bridge Open April - November,I,FDR DR GREENWAY,Protected Path,1951-01-01,00:00:00.000,2,1951-01-01,00:00:00.000,ON,243800,WARDS ISLAND PED OVPS,Protected Path,WARDS ISLAND GREENWAY
11188,I,2,1, ,I,E 125 ST,Greenway,1939-01-01,00:00:00.000,2,1939-01-01,00:00:00.000,OFF,243805,FDR DR GREENWAY,Greenway,E 60 ST
11189,I,2,1, ,I,PED OVPS,Greenway,2006-04-01,00:00:00.000,2,2006-04-01,00:00:00.000,OFF,243806,HARLEM RIVER PATHWAY,Greenway,TRIBOROUGH BR
11190,I,2,1, ,I,E 125 ST,Greenway,1939-01-01,00:00:00.000,2,1939-01-01,00:00:00.000,OFF,243817,FDR DR GREENWAY,Greenway,E 60 ST
11191,I,2,1, ,I,E 125 ST,Greenway,1939-01-01,00:00:00.000,2,1939-01-01,00:00:00.000,OFF,243819,FDR DR GREENWAY,Greenway,E 60 ST
11192,I,2,1, ,I,E 125 ST,Greenway,1939-01-01,00:00:00.000,2,1939-01-01,00:00:00.000,OFF,243822,FDR DR GREENWAY,Greenway,E 60 ST
11193,I,2,1, ,I,E 125 ST,Greenway,1939-01-01,00:00:00.000,2,1939-01-01,00:00:00.000,OFF,243823,FDR DR GREENWAY,Greenway,E 60 ST
11194,I,2,1, ,I,E 125 ST,Greenway,1939-01-01,00:00:00.000,2,1939-01-01,00:00:00.000,OFF,243826,FDR DR GREENWAY,Greenway,E 60 ST
11195,I,2,1, ,I,E 133 ST,Greenway,2008-08-01,00:00:00.000,2,2008-08-01,00:00:00.000,OFF,243839,HARLEM RIVER DR GREENWAY,Greenway,W 145 ST
11196,I,2,1, ,I,E 133 ST,Greenway,2008-08-01,00:00:00.000,2,2008-08-01,00:00:00.000,OFF,243844,HARLEM RIVER DR GREENWAY,Greenway,W 145 ST
11197,I,2,1, ,I,W 155 ST,Protected Path,2003-08-01,00:00:00.000,2,2003-08-01,00:00:00.000,ON,243845,HARLEM RIVER DR GREENWAY,Protected Path,10 AV
11198,I,2,1, ,I,W 155 ST,Protected Path,2003-08-01,00:00:00.000,2,2003-08-01,00:00:00.000,ON,243848,HARLEM RIVER DR GREENWAY,Protected Path,10 AV
11199,I,2,1, ,I,W 155 ST,Protected Path,2003-08-01,00:00:00.000,2,2003-08-01,00:00:00.000,ON,243851,HARLEM RIVER DR GREENWAY,Protected Path,10 AV
