FID,allclasses,bikedir,boro,comments,facilitycl,fromstreet,ft_facilit,date_instd,time_instd,lanecount,date_modda,time_modda,onoffst,segment_id,street,tf_facilit,tostreet
10913,I,2,1, ,I,EAST RIVER ESPLANADE,Greenway,2011-12-14,00:00:00.000,2,2015-10-15,00:00:00.000,OFF,240570,BATTERY PARK GREENWAY,Greenway,PETER MINUIT PLAZA GREENWAY
10914,I,2,1, ,I,HUDSON RIVER GREENWAY,Greenway,1996-01-01,00:00:00.000,2,1996-01-01,00:00:00.000,OFF,240605,BATTERY PARK CITY GREENWAY,Greenway,HUDSON RIVER GREENWAY
10915,I,2,1, ,I,EAST RIVER ESPLANADE,Greenway,2003-08-01,00:00:00.000,2,2003-08-01,00:00:00.000,OFF,240611,BATTERY PARK GREENWAY,Greenway,HUDSON RIVER GREENWAY
10916,I,2,1, ,I,EAST RIVER ESPLANADE,Greenway,2003-08-01,00:00:00.000,2,2003-08-01,00:00:00.000,OFF,240614,BATTERY PARK GREENWAY,Greenway,HUDSON RIVER GREENWAY
10917,I,2,1, ,I,EAST RIVER ESPLANADE,Greenway,2011-12-14,00:00:00.000,2,2015-10-15,00:00:00.000,OFF,240617,BATTERY PARK GREENWAY,Greenway,PETER MINUIT PLAZA GREENWAY
10918,I,2,1, ,I,EAST RIVER ESPLANADE,Greenway,2011-12-14,00:00:00.000,2,2015-10-15,00:00:00.000,OFF,240620,BATTERY PARK GREENWAY,Greenway,PETER MINUIT PLAZA GREENWAY
10919,I,2,1, ,I,EAST RIVER ESPLANADE,Greenway,2011-12-14,00:00:00.000,2,2015-10-15,00:00:00.000,OFF,240623,BATTERY PARK GREENWAY,Greenway,PETER MINUIT PLAZA GREENWAY
10920,I,2,1, ,I,HUDSON RIVER GREENWAY,Greenway,1996-01-01,00:00:00.000,2,1996-01-01,00:00:00.000,OFF,240650,BATTERY PARK CITY GREENWAY,Greenway,HUDSON RIVER GREENWAY
10921,I,2,1, ,I,HUDSON RIVER GREENWAY,Greenway,1996-01-01,00:00:00.000,2,1996-01-01,00:00:00.000,OFF,240651,BATTERY PARK CITY GREENWAY,Greenway,HUDSON RIVER GREENWAY
10922,I,2,1, ,I,HUDSON RIVER GREENWAY,Greenway,1996-01-01,00:00:00.000,2,1996-01-01,00:00:00.000,OFF,240652,BATTERY PARK CITY GREENWAY,Greenway,HUDSON RIVER GREENWAY
10923,I,2,1, ,I,HUDSON RIVER GREENWAY,Greenway,1996-01-01,00:00:00.000,2,1996-01-01,00:00:00.000,OFF,240678,BATTERY PARK CITY GREENWAY,Greenway,HUDSON RIVER GREENWAY
10924,I,2,1, ,I,BATTERY PARK GREENWAY,Greenway,2001-04-01,00:00:00.000,2,2001-04-01,00:00:00.000,OFF,240691,HUDSON RIVER GREENWAY,Greenway,W 59 ST
10925,I,2,1, ,I,BATTERY PARK GREENWAY,Greenway,2001-04-01,00:00:00.000,2,2001-04-01,00:00:00.000,OFF,240693,HUDSON RIVER GREENWAY,Greenway,W 59 ST
10926,I,2,1, ,I,BATTERY PARK GREENWAY,Greenway,2001-04-01,00:00:00.000,2,2001-04-01,00:00:00.000,OFF,240694,HUDSON RIVER GREENWAY,Greenway,W 59 ST
10927,I,2,1, ,I,BATTERY PARK GREENWAY,Greenway,2001-04-01,00:00:00.000,2,2001-04-01,00:00:00.000,OFF,240695,HUDSON RIVER GREENWAY,Greenway,W 59 ST
10928,I,2,1, ,I,BATTERY PARK GREENWAY,Greenway,2001-04-01,00:00:00.000,2,2001-04-01,00:00:00.000,OFF,240701,HUDSON RIVER GREENWAY,Greenway,W 59 ST
10929,I,2,1, ,I,BATTERY PARK GREENWAY,Greenway,2001-04-01,00:00:00.000,2,2001-04-01,00:00:00.000,OFF,240707,HUDSON RIVER GREENWAY,Greenway,W 59 ST
10930,II,2,1, ,II,SOUTH END AV,Curbside,2011-06-01,00:00:00.000,2,2011-06-01,00:00:00.000,ON,240712,ALBANY ST,Curbside,HUDSON RIVER GREENWAY
10931,I,2,1, ,I,BATTERY PARK GREENWAY,Greenway,2001-04-01,00:00:00.000,2,2001-04-01,00:00:00.000,OFF,240719,HUDSON RIVER GREENWAY,Greenway,W 59 ST
10932,I,2,1, ,I,BATTERY PARK GREENWAY,Greenway,2001-04-01,00:00:00.000,2,2001-04-01,00:00:00.000,OFF,240720,HUDSON RIVER GREENWAY,Greenway,W 59 ST
10933,I,2,1, ,I,BATTERY PARK GREENWAY,Greenway,2001-04-01,00:00:00.000,2,2001-04-01,00:00:00.000,OFF,240749,HUDSON RIVER GREENWAY,Greenway,W 59 ST
10934,I,2,1, ,I,BATTERY PARK GREENWAY,Greenway,2001-04-01,00:00:00.000,2,2001-04-01,00:00:00.000,OFF,240752,HUDSON RIVER GREENWAY,Greenway,W 59 ST
10935,I,2,1, ,I,BATTERY PARK GREENWAY,Greenway,2001-04-01,00:00:00.000,2,2001-04-01,00:00:00.000,OFF,240758,HUDSON RIVER GREENWAY,Greenway,W 59 ST
10936,II,L,1, ,II,WEST ST, ,2008-07-18,00:00:00.000,1,2008-07-18,00:00:00.000,ON,240759,WARREN ST,Standard,BROADWAY
10937,I,2,1, ,I,BATTERY PARK GREENWAY,Greenway,2001-04-01,00:00:00.000,2,2001-04-01,00:00:00.000,OFF,240761,HUDSON RIVER GREENWAY,Greenway,W 59 ST
10938,I,2,3,Bicycling Permitted on South Mall Only,I,WASHINGTON AV,Greenway,1900-01-01,00:00:00.000,2,1900-01-01,00:00:00.000,OFF,240762,EASTERN PKWY,Greenway,RALPH AV
10939,I,2,3,Bicycling Permitted on South Mall Only,I,WASHINGTON AV,Greenway,1900-01-01,00:00:00.000,2,1900-01-01,00:00:00.000,OFF,240765,EASTERN PKWY,Greenway,RALPH AV
10940,I,2,3,Use West Sidewalk,I,CHURCH AV,Sidewalk,1980-07-01,00:00:00.000,2,1980-07-01,00:00:00.000,OFF,240771,OCEAN PKWY,Sidewalk,E 8 ST
10941,I,2,3,Use West Sidewalk,I,CHURCH AV,Sidewalk,1980-07-01,00:00:00.000,2,1980-07-01,00:00:00.000,OFF,240772,OCEAN PKWY,Sidewalk,E 8 ST
10942,II,R,1, ,II,HUDSON ST,Standard,2007-10-01,00:00:00.000,1,2007-10-01,00:00:00.000,ON,240806,W HOUSTON ST, ,WEST ST
10943,III,L,1, ,III,WEST ST, ,2007-11-01,00:00:00.000,1,2007-11-01,00:00:00.000,ON,240810,CLARKSON ST,Signed Route,GREENWICH ST
10944,II,2,1, ,II,WEST ST,Standard,2004-11-01,00:00:00.000,2,2004-11-01,00:00:00.000,ON,240814,CHRISTOPHER ST,Standard,AV OF THE AMERICAS
10945,II,2,1, ,II,WEST ST,Standard,2004-11-01,00:00:00.000,2,2004-11-01,00:00:00.000,ON,240815,CHRISTOPHER ST,Standard,AV OF THE AMERICAS
10946,II,R,3, ,II,PEARL ST,Curbside,2007-07-01,00:00:00.000,1,2007-07-01,00:00:00.000,ON,240820,PROSPECT ST, ,JAY ST
10947,II,R,3, ,II,PEARL ST,Curbside,2007-07-01,00:00:00.000,1,2007-07-01,00:00:00.000,ON,240821,PROSPECT ST, ,JAY ST
10948,I,2,1,Bridge,I,SANDS ST,Protected Path,2004-07-01,00:00:00.000,2,2004-07-01,00:00:00.000,ON,240865,MANHATTAN BR,Protected Path,CANAL ST
10949,I,2,1,Bridge,I,SANDS ST,Protected Path,2004-07-01,00:00:00.000,2,2004-07-01,00:00:00.000,ON,240869,MANHATTAN BR,Protected Path,CANAL ST
10950,I,2,1, ,I,BATTERY PARK GREENWAY,Greenway,2001-04-01,00:00:00.000,2,2001-04-01,00:00:00.000,OFF,240874,HUDSON RIVER GREENWAY,Greenway,W 59 ST
10951,I,2,1,Bridge,I,SANDS ST,Protected Path,2004-07-01,00:00:00.000,2,2004-07-01,00:00:00.000,ON,240879,MANHATTAN BR,Protected Path,CANAL ST
10952,II,L,1, ,II,11 AV, ,2007-04-01,00:00:00.000,1,2007-04-01,00:00:00.000,ON,240883,W 18 ST,Standard,10 AV
10953,I,2,1, ,I,BATTERY PARK GREENWAY,Greenway,2001-04-01,00:00:00.000,2,2001-04-01,00:00:00.000,OFF,240891,HUDSON RIVER GREENWAY,Greenway,W 59 ST
10954,I,2,3,Bridge,I,SANDS ST,Protected Path,2004-07-01,00:00:00.000,2,2004-07-01,00:00:00.000,ON,240914,MANHATTAN BR,Protected Path,CANAL ST
10955,I,2,3,Bridge,I,SANDS ST,Protected Path,2004-07-01,00:00:00.000,2,2004-07-01,00:00:00.000,ON,240919,MANHATTAN BR,Protected Path,CANAL ST
10956,II,R,1,Previous modification 11/15/2011,II,11 AV,Standard,2001-04-01,00:00:00.000,1,2018-08-31,00:00:00.000,ON,240923,W 29 ST, ,HUDSON RIVER GREENWAY
10957,II,L,1, ,II,HUDSON RIVER GREENWAY, ,2011-11-15,00:00:00.000,1,2011-11-15,00:00:00.000,ON,240924,W 30 ST,Standard,11 AV
10958,I,2,1, ,I,BATTERY PARK GREENWAY,Greenway,2001-04-01,00:00:00.000,2,2001-04-01,00:00:00.000,OFF,240927,HUDSON RIVER GREENWAY,Greenway,W 59 ST
10959,I,2,1, ,I,BATTERY PARK GREENWAY,Greenway,2001-04-01,00:00:00.000,2,2001-04-01,00:00:00.000,OFF,240928,HUDSON RIVER GREENWAY,Greenway,W 59 ST
10960,I,2,1, ,I,BATTERY PARK GREENWAY,Greenway,2001-04-01,00:00:00.000,2,2001-04-01,00:00:00.000,OFF,240930,HUDSON RIVER GREENWAY,Greenway,W 59 ST
10961,I,2,1, ,I,BATTERY PARK GREENWAY,Greenway,2001-04-01,00:00:00.000,2,2001-04-01,00:00:00.000,OFF,240931,HUDSON RIVER GREENWAY,Greenway,W 59 ST
10962,I,2,1, ,I,BATTERY PARK GREENWAY,Greenway,2001-04-01,00:00:00.000,2,2001-04-01,00:00:00.000,OFF,240952,HUDSON RIVER GREENWAY,Greenway,W 59 ST
10963,I,2,1, ,I,BATTERY PARK GREENWAY,Greenway,2001-04-01,00:00:00.000,2,2001-04-01,00:00:00.000,OFF,240970,HUDSON RIVER GREENWAY,Greenway,W 59 ST
10964,I,2,1, ,I,BATTERY PARK GREENWAY,Greenway,2001-04-01,00:00:00.000,2,2001-04-01,00:00:00.000,OFF,240971,HUDSON RIVER GREENWAY,Greenway,W 59 ST
10965,I,2,1, ,I,BATTERY PARK GREENWAY,Greenway,2001-04-01,00:00:00.000,2,2001-04-01,00:00:00.000,OFF,240991,HUDSON RIVER GREENWAY,Greenway,W 59 ST
10966,I,2,1, ,I,W 68 ST,Greenway,2001-04-01,00:00:00.000,2,2001-04-01,00:00:00.000,OFF,241009,W 68 ST PED OVPS,Greenway,HUDSON RIVER GREENWAY
10967,I,2,1, ,I,W 68 ST,Greenway,2001-04-01,00:00:00.000,2,2001-04-01,00:00:00.000,OFF,241010,W 68 ST PED OVPS,Greenway,HUDSON RIVER GREENWAY
10968,I,2,1, ,I,W 68 ST,Greenway,2001-04-01,00:00:00.000,2,2001-04-01,00:00:00.000,OFF,241011,W 68 ST PED OVPS,Greenway,HUDSON RIVER GREENWAY
10969,I,2,1, ,I,W 68 ST,Greenway,2001-04-01,00:00:00.000,2,2001-04-01,00:00:00.000,OFF,241014,W 68 ST PED OVPS,Greenway,HUDSON RIVER GREENWAY
10970,I,2,1, ,I,W 68 ST,Greenway,2001-04-01,00:00:00.000,2,2001-04-01,00:00:00.000,OFF,241017,W 68 ST PED OVPS,Greenway,HUDSON RIVER GREENWAY
10971,I,2,1, ,I,W 68 ST,Greenway,2001-04-01,00:00:00.000,2,2001-04-01,00:00:00.000,OFF,241020,W 68 ST PED OVPS,Greenway,HUDSON RIVER GREENWAY
10972,I,2,3, ,I,VANDALIA AV,Greenway,2003-01-01,00:00:00.000,2,2003-01-01,00:00:00.000,OFF,241030,GATEWAY DR,Greenway,ERSKINE ST
10973,I,2,3, ,I,VANDALIA AV,Greenway,2003-01-01,00:00:00.000,2,2003-01-01,00:00:00.000,OFF,241031,GATEWAY DR,Greenway,ERSKINE ST
10974,I,2,3, ,I,VANDALIA AV,Greenway,2003-01-01,00:00:00.000,2,2003-01-01,00:00:00.000,OFF,241032,GATEWAY DR,Greenway,ERSKINE ST
10975,I,R,1, ,I,FORSYTH ST,Ped Plaza,2010-05-01,00:00:00.000,1,2010-05-01,00:00:00.000,OFF,241190,STANTON ST, ,CHRYSTIE ST
10976,I,L,1, ,I,BROADWAY, ,2008-09-01,00:00:00.000,1,2008-09-01,00:00:00.000,OFF,241211,CITY HALL PARK GREENWAY,Sidewalk,CENTRE ST
10977,I,2,1, ,I,ROOSEVELT ISLAND BR,Greenway,1987-01-01,00:00:00.000,2,1987-01-01,00:00:00.000,OFF,241220,ROOSEVELT ISLAND GREENWAY,Greenway,ROOSEVELT ISLAND BR
10978,I,2,1, ,I,ROOSEVELT ISLAND BR,Greenway,1987-01-01,00:00:00.000,2,1987-01-01,00:00:00.000,OFF,241221,ROOSEVELT ISLAND GREENWAY,Greenway,ROOSEVELT ISLAND BR
10979,I,2,1, ,I,ROOSEVELT ISLAND BR,Greenway,1987-01-01,00:00:00.000,2,1987-01-01,00:00:00.000,OFF,241222,ROOSEVELT ISLAND GREENWAY,Greenway,ROOSEVELT ISLAND BR
10980,I,2,1, ,I,ROOSEVELT ISLAND BR,Greenway,1987-01-01,00:00:00.000,2,1987-01-01,00:00:00.000,OFF,241223,ROOSEVELT ISLAND GREENWAY,Greenway,ROOSEVELT ISLAND BR
10981,I,2,1, ,I,ROOSEVELT ISLAND BR,Greenway,1987-01-01,00:00:00.000,2,1987-01-01,00:00:00.000,OFF,241224,ROOSEVELT ISLAND GREENWAY,Greenway,ROOSEVELT ISLAND BR
10982,I,2,1, ,I,ROOSEVELT ISLAND BR,Greenway,1987-01-01,00:00:00.000,2,1987-01-01,00:00:00.000,OFF,241225,ROOSEVELT ISLAND GREENWAY,Greenway,ROOSEVELT ISLAND BR
10983,I,2,1, ,I,ROOSEVELT ISLAND BR,Greenway,1987-01-01,00:00:00.000,2,1987-01-01,00:00:00.000,OFF,241231,ROOSEVELT ISLAND GREENWAY,Greenway,ROOSEVELT ISLAND BR
10984,I,2,1, ,I,ROOSEVELT ISLAND BR,Greenway,1987-01-01,00:00:00.000,2,1987-01-01,00:00:00.000,OFF,241232,ROOSEVELT ISLAND GREENWAY,Greenway,ROOSEVELT ISLAND BR
10985,I,2,1, ,I,ROOSEVELT ISLAND BR,Greenway,1987-01-01,00:00:00.000,2,1987-01-01,00:00:00.000,OFF,241233,ROOSEVELT ISLAND GREENWAY,Greenway,ROOSEVELT ISLAND BR
10986,I,2,1, ,I,ROOSEVELT ISLAND BR,Greenway,1987-01-01,00:00:00.000,2,1987-01-01,00:00:00.000,OFF,241249,ROOSEVELT ISLAND GREENWAY,Greenway,ROOSEVELT ISLAND BR
10987,I,2,1, ,I,ROOSEVELT ISLAND BR,Greenway,1987-01-01,00:00:00.000,2,1987-01-01,00:00:00.000,OFF,241250,ROOSEVELT ISLAND GREENWAY,Greenway,ROOSEVELT ISLAND BR
10988,I,2,1, ,I,ROOSEVELT ISLAND BR,Greenway,1987-01-01,00:00:00.000,2,1987-01-01,00:00:00.000,OFF,241251,ROOSEVELT ISLAND GREENWAY,Greenway,ROOSEVELT ISLAND BR
10989,I,2,1, ,I,ROOSEVELT ISLAND BR,Greenway,1987-01-01,00:00:00.000,2,1987-01-01,00:00:00.000,OFF,241252,ROOSEVELT ISLAND GREENWAY,Greenway,ROOSEVELT ISLAND BR
10990,I,2,1, ,I,ROOSEVELT ISLAND BR,Greenway,1987-01-01,00:00:00.000,2,1987-01-01,00:00:00.000,OFF,241253,ROOSEVELT ISLAND GREENWAY,Greenway,ROOSEVELT ISLAND BR
10991,I,2,1, ,I,ROOSEVELT ISLAND BR,Greenway,1987-01-01,00:00:00.000,2,1987-01-01,00:00:00.000,OFF,241255,ROOSEVELT ISLAND GREENWAY,Greenway,ROOSEVELT ISLAND BR
10992,I,2,1, ,I,ROOSEVELT ISLAND BR,Greenway,1987-01-01,00:00:00.000,2,1987-01-01,00:00:00.000,OFF,241256,ROOSEVELT ISLAND GREENWAY,Greenway,ROOSEVELT ISLAND BR
10993,I,2,1, ,I,ROOSEVELT ISLAND BR,Greenway,1987-01-01,00:00:00.000,2,1987-01-01,00:00:00.000,OFF,241257,ROOSEVELT ISLAND GREENWAY,Greenway,ROOSEVELT ISLAND BR
10994,I,2,1, ,I,ROOSEVELT ISLAND BR,Greenway,1987-01-01,00:00:00.000,2,1987-01-01,00:00:00.000,OFF,241258,ROOSEVELT ISLAND GREENWAY,Greenway,ROOSEVELT ISLAND BR
10995,I,2,1, ,I,ROOSEVELT ISLAND BR,Greenway,1987-01-01,00:00:00.000,2,1987-01-01,00:00:00.000,OFF,241259,ROOSEVELT ISLAND GREENWAY,Greenway,ROOSEVELT ISLAND BR
10996,I,2,1,Bridge,I,PARK ROW,Protected Path,1966-01-01,00:00:00.000,2,1966-01-01,00:00:00.000,ON,242821,BROOKLYN BR,Protected Path,TILLARY ST
10997,I,2,1, ,I,ROOSEVELT ISLAND BR,Greenway,1987-01-01,00:00:00.000,2,1987-01-01,00:00:00.000,OFF,241260,ROOSEVELT ISLAND GREENWAY,Greenway,ROOSEVELT ISLAND BR
10998,I,2,1, ,I,ROOSEVELT ISLAND BR,Greenway,1987-01-01,00:00:00.000,2,1987-01-01,00:00:00.000,OFF,241261,ROOSEVELT ISLAND GREENWAY,Greenway,ROOSEVELT ISLAND BR
10999,I,2,1, ,I,ROOSEVELT ISLAND BR,Greenway,1987-01-01,00:00:00.000,2,1987-01-01,00:00:00.000,OFF,241262,ROOSEVELT ISLAND GREENWAY,Greenway,ROOSEVELT ISLAND BR
11000,I,2,1, ,I,ROOSEVELT ISLAND BR,Greenway,1987-01-01,00:00:00.000,2,1987-01-01,00:00:00.000,OFF,241271,ROOSEVELT ISLAND GREENWAY,Greenway,ROOSEVELT ISLAND BR
11001,I,2,1,Bridge,I,W 178 ST,Protected Path,1936-01-01,00:00:00.000,2,1936-01-01,00:00:00.000,ON,242232,G WASHINGTON BR,Protected Path,NY-NJ BNDY
11002,I,2,1, ,I,ROOSEVELT ISLAND BR,Greenway,1987-01-01,00:00:00.000,2,1987-01-01,00:00:00.000,OFF,241272,ROOSEVELT ISLAND GREENWAY,Greenway,ROOSEVELT ISLAND BR
11003,I,2,1, ,I,ROOSEVELT ISLAND BR,Greenway,1987-01-01,00:00:00.000,2,1987-01-01,00:00:00.000,OFF,241273,ROOSEVELT ISLAND GREENWAY,Greenway,ROOSEVELT ISLAND BR
11004,I,2,1, ,I,ROOSEVELT ISLAND BR,Greenway,1987-01-01,00:00:00.000,2,1987-01-01,00:00:00.000,OFF,241274,ROOSEVELT ISLAND GREENWAY,Greenway,ROOSEVELT ISLAND BR
11005,I,2,1, ,I,W 155 ST,Greenway,2003-08-01,00:00:00.000,2,2003-08-01,00:00:00.000,OFF,241423,HARLEM RIVER DR GREENWAY,Greenway,10 AV
11006,I,2,1,Bridge,I,E 135 ST,Protected Path,1920-01-01,00:00:00.000,2,1920-01-01,00:00:00.000,ON,241653,3 AV BR,Protected Path,LEXINGTON AV
11007,I,2,1,Bridge,I,E 135 ST,Protected Path,1920-01-01,00:00:00.000,2,1920-01-01,00:00:00.000,ON,241655,3 AV BR,Protected Path,LEXINGTON AV
11008,I,2,1,Bridge,I,E 135 ST,Protected Path,1920-01-01,00:00:00.000,2,1920-01-01,00:00:00.000,ON,241667,3 AV BR,Protected Path,LEXINGTON AV
11009,I,2,1,Bridge,I,E 135 ST,Protected Path,1920-01-01,00:00:00.000,2,1920-01-01,00:00:00.000,ON,241668,3 AV BR,Protected Path,LEXINGTON AV
11010,I,2,1,Bridge,I,E 135 ST,Protected Path,1920-01-01,00:00:00.000,2,1920-01-01,00:00:00.000,ON,241669,3 AV BR,Protected Path,LEXINGTON AV
11011,I,2,1,Bridge,I,E 135 ST,Protected Path,1920-01-01,00:00:00.000,2,1920-01-01,00:00:00.000,ON,241670,3 AV BR,Protected Path,LEXINGTON AV
11012,I,2,1,Bridge,I,E 135 ST,Protected Path,1920-01-01,00:00:00.000,2,1920-01-01,00:00:00.000,ON,241715,3 AV BR,Protected Path,LEXINGTON AV
11013,I,2,1,Bridge,I,E 135 ST,Protected Path,1920-01-01,00:00:00.000,2,1920-01-01,00:00:00.000,ON,241729,3 AV BR,Protected Path,LEXINGTON AV
11014,I,2,1,Bridge,I,E 135 ST,Protected Path,1920-01-01,00:00:00.000,2,1920-01-01,00:00:00.000,ON,241730,3 AV BR,Protected Path,LEXINGTON AV
11015,I,2,1,Bridge,I,E 135 ST,Protected Path,1920-01-01,00:00:00.000,2,1920-01-01,00:00:00.000,ON,241731,3 AV BR,Protected Path,LEXINGTON AV
11016,I,2,1,Bridge,I,E 135 ST,Protected Path,1920-01-01,00:00:00.000,2,1920-01-01,00:00:00.000,ON,241749,3 AV BR,Protected Path,LEXINGTON AV
11017,I,2,2,Bridge,I,E 135 ST,Protected Path,1920-01-01,00:00:00.000,2,1920-01-01,00:00:00.000,ON,241758,3 AV BR,Protected Path,LEXINGTON AV
11018,I,2,2,Bridge,I,E 135 ST,Protected Path,1920-01-01,00:00:00.000,2,1920-01-01,00:00:00.000,ON,241764,3 AV BR,Protected Path,LEXINGTON AV
11019,I,2,1,Bridge,I,E 125 ST,Protected Path,1920-01-01,00:00:00.000,2,2014-07-02,00:00:00.000,ON,241847,WILLIS AVENUE BRIDGE APPROACH,Protected Path,E 135 ST
11020,I,2,1,Bridge,I,E 125 ST,Protected Path,1920-01-01,00:00:00.000,2,2014-07-02,00:00:00.000,ON,241848,WILLIS AVENUE BRIDGE APPROACH,Protected Path,E 135 ST
11021,I,2,1, ,I,E 124 ST,Protected Path,2013-10-18,00:00:00.000,2,2016-10-06,00:00:00.000,ON,241894,1 AV,Protected Path,E 125 ST
11022,I,2,1, ,I,E 124 ST,Protected Path,2013-10-18,00:00:00.000,2,2016-10-06,00:00:00.000,ON,241895,1 AV,Protected Path,E 125 ST
11023,I,2,4,path moved to street,I,ASTORIA PARK S,Greenway,1900-01-01,00:00:00.000,2,2016-06-20,00:00:00.000,ON,242038,ASTORIA PARK GREENWAY,Greenway,DITMARS BLVD
11024,I,2,4,path moved to street,I,ASTORIA PARK S,Greenway,1900-01-01,00:00:00.000,2,2016-06-20,00:00:00.000,ON,242039,ASTORIA PARK GREENWAY,Greenway,DITMARS BLVD
11025,II,2,4, ,II,20 AV,Standard,2010-07-01,00:00:00.000,2,2010-07-01,00:00:00.000,ON,242041,21 ST,Standard,HOYT AV S
11026,II,2,4, ,II,20 AV,Standard,2010-07-01,00:00:00.000,2,2010-07-01,00:00:00.000,ON,242042,21 ST,Standard,HOYT AV S
11027,I,2,1,Bridge,I,QUEENS PLZ N,Protected Path,1979-07-01,00:00:00.000,2,1979-07-01,00:00:00.000,ON,242111,QUEENSBORO BR,Protected Path,1 AV
11028,I,2,1,Bridge,I,QUEENS PLZ N,Protected Path,1979-07-01,00:00:00.000,2,1979-07-01,00:00:00.000,ON,242130,QUEENSBORO BR,Protected Path,1 AV
11029,I,2,1,Bridge,I,W 178 ST,Protected Path,1936-01-01,00:00:00.000,2,1936-01-01,00:00:00.000,ON,242161,G WASHINGTON BR,Protected Path,NY-NJ BNDY
11030,I,2,1,Bridge,I,W 178 ST,Protected Path,1936-01-01,00:00:00.000,2,1936-01-01,00:00:00.000,ON,242231,G WASHINGTON BR,Protected Path,NY-NJ BNDY
11031,I,2,1,Bridge,I,W 178 ST,Protected Path,1936-01-01,00:00:00.000,2,1936-01-01,00:00:00.000,ON,242233,G WASHINGTON BR,Protected Path,NY-NJ BNDY
11032,I,2,1,Bridge,I,W 178 ST,Protected Path,1936-01-01,00:00:00.000,2,1936-01-01,00:00:00.000,ON,242236,G WASHINGTON BR,Protected Path,NY-NJ BNDY
11033,I,2,1,Bridge,I,W 178 ST,Protected Path,1936-01-01,00:00:00.000,2,1936-01-01,00:00:00.000,ON,242237,G WASHINGTON BR,Protected Path,NY-NJ BNDY
11034,I,2,1,Bridge,I,W 178 ST,Protected Path,1936-01-01,00:00:00.000,2,1936-01-01,00:00:00.000,ON,242238,G WASHINGTON BR,Protected Path,NY-NJ BNDY
11035,I,2,1,Bridge,I,W 178 ST,Protected Path,1936-01-01,00:00:00.000,2,1936-01-01,00:00:00.000,ON,242239,G WASHINGTON BR,Protected Path,NY-NJ BNDY
11036,I,2,1,Bridge,I,W 178 ST,Protected Path,1936-01-01,00:00:00.000,2,1936-01-01,00:00:00.000,ON,242240,G WASHINGTON BR,Protected Path,NY-NJ BNDY
11037,I,2,1,Bridge,I,W 178 ST,Protected Path,1936-01-01,00:00:00.000,2,1936-01-01,00:00:00.000,ON,242241,G WASHINGTON BR,Protected Path,NY-NJ BNDY
11038,I,2,1,Bridge,I,W 178 ST,Protected Path,1936-01-01,00:00:00.000,2,1936-01-01,00:00:00.000,ON,242243,G WASHINGTON BR,Protected Path,NY-NJ BNDY
11039,I,2,1,Bridge,I,W 178 ST,Protected Path,1936-01-01,00:00:00.000,2,1936-01-01,00:00:00.000,ON,242244,G WASHINGTON BR,Protected Path,NY-NJ BNDY
11040,I,2,1,Bridge,I,W 178 ST,Protected Path,1936-01-01,00:00:00.000,2,1936-01-01,00:00:00.000,ON,242245,G WASHINGTON BR,Protected Path,NY-NJ BNDY
11041,I,2,1,Bridge,I,W 178 ST,Protected Path,1936-01-01,00:00:00.000,2,1936-01-01,00:00:00.000,ON,242246,G WASHINGTON BR,Protected Path,NY-NJ BNDY
11042,I,2,1,Bridge,I,W 178 ST,Protected Path,1936-01-01,00:00:00.000,2,1936-01-01,00:00:00.000,ON,242247,G WASHINGTON BR,Protected Path,NY-NJ BNDY
11043,I,2,1,Bridge,I,W 178 ST,Protected Path,1936-01-01,00:00:00.000,2,1936-01-01,00:00:00.000,ON,242248,G WASHINGTON BR,Protected Path,NY-NJ BNDY
11044,I,2,1,Bridge,I,W 178 ST,Protected Path,1936-01-01,00:00:00.000,2,1936-01-01,00:00:00.000,ON,242289,G WASHINGTON BR,Protected Path,NY-NJ BNDY
11045,I,2,1,Bridge,I,W 178 ST,Protected Path,1936-01-01,00:00:00.000,2,1936-01-01,00:00:00.000,ON,242290,G WASHINGTON BR,Protected Path,NY-NJ BNDY
11046,I,2,1,Bridge,I,W 178 ST,Protected Path,1936-01-01,00:00:00.000,2,1936-01-01,00:00:00.000,ON,242293,G WASHINGTON BR,Protected Path,NY-NJ BNDY
11047,I,2,1,Bridge,I,W 178 ST,Protected Path,1936-01-01,00:00:00.000,2,1936-01-01,00:00:00.000,ON,242294,G WASHINGTON BR,Protected Path,NY-NJ BNDY
11048,I,2,1,Bridge,I,W 178 ST,Protected Path,1936-01-01,00:00:00.000,2,1936-01-01,00:00:00.000,ON,242297,G WASHINGTON BR,Protected Path,NY-NJ BNDY
11049,I,2,5, ,I,RICHMOND AV,Greenway,2009-03-01,00:00:00.000,2,2009-03-01,00:00:00.000,OFF,242298,LA TOURETTE PARK GREENWAY,Greenway,FOREST HILL RD
11050,I,2,5, ,I,RICHMOND AV,Greenway,2009-03-01,00:00:00.000,2,2009-03-01,00:00:00.000,OFF,242299,LA TOURETTE PARK GREENWAY,Greenway,FOREST HILL RD
11051,I,2,5, ,I,RICHMOND AV,Greenway,2009-03-01,00:00:00.000,2,2009-03-01,00:00:00.000,OFF,242300,LA TOURETTE PARK GREENWAY,Greenway,FOREST HILL RD
11052,I,2,5, ,I,RICHMOND AV,Greenway,2009-03-01,00:00:00.000,2,2009-03-01,00:00:00.000,OFF,242301,LA TOURETTE PARK GREENWAY,Greenway,FOREST HILL RD
